Country,State,Year,Crime Head,"Number Of Incidences Or Cases (UOM:Number), Scaling Factor:1","Number Of Senior Citizen Victims (UOM:Number), Scaling Factor:1","Crime Rate Per Lakh Population (UOM:PerLakh(100000)), Scaling Factor:1"
India,9,2,3,196,196,4.1
India,9,2,2,15,15,0.3
India,9,2,1,0,0,0
India,9,2,0,9,9,0.2
India,9,2,15,9,9,0.2
India,9,2,14,5,10,0.1
India,9,2,13,17,18,0.4
India,9,2,17,545,552,11.4
India,9,2,22,0,0,0
India,9,2,21,38,42,0.8
India,9,2,20,8,8,0.2
India,9,2,16,2785,2835,58.2
India,9,2,18,350,352,7.3
India,9,2,19,248,248,5.2
India,9,2,12,27,27,0.6
India,9,2,11,2,2,0
India,9,2,10,1045,1065,21.8
India,9,2,9,60,61,1.3
India,9,2,8,3,3,0.1
India,9,2,7,187,193,3.9
India,10,2,17,33,33,1.5
India,10,2,22,0,0,0
India,10,2,21,2,2,0.1
India,10,2,20,12,12,0.5
India,10,2,7,20,20,0.9
India,10,2,12,7,7,0.3
India,10,2,19,18,18,0.8
India,10,2,18,53,53,2.4
India,10,2,16,650,650,29.6
India,10,2,6,8,8,0.4
India,10,2,5,65,65,3
India,10,2,8,9,9,0.4
India,10,2,4,0,0,0
India,10,2,3,57,57,2.6
India,10,2,9,46,46,2.1
India,10,2,10,355,355,16.2
India,10,2,11,2,2,0.1
India,10,2,2,0,0,0
India,10,2,1,0,0,0
India,10,2,0,0,0,0
India,10,2,15,0,0,0
India,10,2,14,1,1,0
India,10,2,13,27,27,1.2
India,11,2,21,4,4,0.6
India,11,2,5,11,11,1.6
India,11,2,6,5,5,0.7
India,11,2,7,23,23,3.3
India,11,2,8,1,1,0.1
India,11,2,16,394,394,56
India,11,2,18,13,13,1.8
India,11,2,19,3,3,0.4
India,11,2,12,0,0,0
India,11,2,11,1,1,0.1
India,11,2,10,220,220,31.3
India,11,2,9,7,7,1
India,11,2,0,0,0,0
India,11,2,15,0,0,0
India,11,2,14,1,1,0.1
India,11,2,13,86,86,12.2
India,11,2,17,19,19,2.7
India,11,2,22,0,0,0
India,11,2,20,5,5,0.7
India,11,2,4,0,0,0
India,11,2,3,6,6,0.9
India,11,2,2,0,0,0
India,11,2,1,0,0,0
India,12,2,8,0,0,0
India,12,2,14,0,0,0
India,12,2,13,0,0,0
India,12,2,17,0,0,0
India,12,2,22,0,0,0
India,12,2,0,0,0,0
India,12,2,15,0,0,0
India,12,2,21,0,0,0
India,12,2,20,0,0,0
India,12,2,16,5,5,0.6
India,12,2,18,0,0,0
India,12,2,19,0,0,0
India,12,2,12,0,0,0
India,12,2,11,0,0,0
India,12,2,10,0,0,0
India,12,2,9,5,5,0.6
India,12,2,1,0,0,0
India,12,2,7,0,0,0
India,12,2,6,0,0,0
India,12,2,5,0,0,0
India,12,2,4,0,0,0
India,12,2,3,0,0,0
India,12,2,2,0,0,0
India,13,2,8,0,0,0
India,13,2,3,0,0,0
India,13,2,4,0,0,0
India,13,2,5,0,0,0
India,13,2,20,0,0,0
India,13,2,1,0,0,0
India,13,2,6,0,0,0
India,13,2,2,0,0,0
India,13,2,7,0,0,0
India,13,2,11,0,0,0
India,13,2,21,0,0,0
India,13,2,22,0,0,0
India,13,2,17,0,0,0
India,13,2,13,0,0,0
India,13,2,14,0,0,0
India,13,2,15,0,0,0
India,13,2,0,0,0,0
India,13,2,10,1,1,0
India,13,2,9,0,0,0
India,13,2,12,1,1,0
India,13,2,19,0,0,0
India,13,2,18,0,0,0
India,13,2,16,2,2,0.1
India,14,2,2,1,1,0
India,14,2,16,853,897,14.7
India,14,2,18,48,48,0.8
India,14,2,19,237,260,4.1
India,14,2,12,52,53,0.9
India,14,2,11,0,0,0
India,14,2,10,148,157,2.6
India,14,2,9,64,67,1.1
India,14,2,8,1,2,0
India,14,2,7,19,20,0.3
India,14,2,6,10,10,0.2
India,14,2,5,119,121,2.1
India,14,2,4,3,3,0.1
India,14,2,3,106,108,1.8
India,14,2,1,0,0,0
India,14,2,0,2,2,0
India,14,2,15,2,2,0
India,14,2,14,4,4,0.1
India,14,2,13,41,42,0.7
India,14,2,17,45,45,0.8
India,14,2,22,1,1,0
India,14,2,21,38,41,0.7
India,14,2,20,33,33,0.6
India,15,2,16,699,712,16.7
India,15,2,18,14,14,0.3
India,15,2,7,40,40,1
India,15,2,8,0,0,0
India,15,2,15,0,0,0
India,15,2,14,10,10,0.2
India,15,2,13,9,9,0.2
India,15,2,17,15,15,0.4
India,15,2,22,30,32,0.7
India,15,2,21,11,11,0.3
India,15,2,20,31,31,0.7
India,15,2,9,57,60,1.4
India,15,2,10,106,107,2.5
India,15,2,11,9,10,0.2
India,15,2,12,27,27,0.6
India,15,2,19,199,205,4.7
India,15,2,6,36,36,0.9
India,15,2,5,141,141,3.4
India,15,2,4,1,1,0
India,15,2,3,104,104,2.5
India,15,2,2,0,0,0
India,15,2,1,0,0,0
India,15,2,0,0,0,0
India,16,2,9,0,0,0
India,16,2,10,0,0,0
India,16,2,21,0,0,0
India,16,2,22,0,0,0
India,16,2,17,0,0,0
India,16,2,13,0,0,0
India,16,2,14,0,0,0
India,16,2,15,0,0,0
India,16,2,0,0,0,0
India,16,2,1,0,0,0
India,16,2,2,0,0,0
India,16,2,3,0,0,0
India,16,2,4,0,0,0
India,16,2,5,0,0,0
India,16,2,6,0,0,0
India,16,2,7,0,0,0
India,16,2,11,0,0,0
India,16,2,20,0,0,0
India,16,2,12,0,0,0
India,16,2,19,0,0,0
India,16,2,18,0,0,0
India,16,2,8,0,0,0
India,16,2,16,0,0,0
India,17,2,8,0,0,0
India,17,2,7,0,0,0
India,17,2,19,0,0,0
India,17,2,12,0,0,0
India,17,2,11,0,0,0
India,17,2,10,0,0,0
India,17,2,9,0,0,0
India,17,2,6,0,0,0
India,17,2,5,0,0,0
India,17,2,4,0,0,0
India,17,2,3,0,0,0
India,17,2,2,0,0,0
India,17,2,1,0,0,0
India,17,2,0,0,0,0
India,17,2,17,0,0,0
India,17,2,13,0,0,0
India,17,2,20,0,0,0
India,17,2,21,0,0,0
India,17,2,22,0,0,0
India,17,2,14,0,0,0
India,17,2,15,0,0,0
India,17,2,16,0,0,0
India,17,2,18,0,0,0
India,18,2,6,16,17,0.3
India,18,2,16,4602,4624,80.5
India,18,2,18,237,239,4.1
India,18,2,19,2275,2285,39.8
India,18,2,12,40,40,0.7
India,18,2,11,6,6,0.1
India,18,2,10,804,806,14.1
India,18,2,9,138,139,2.4
India,18,2,8,1,1,0
India,18,2,7,218,224,3.8
India,18,2,5,75,76,1.3
India,18,2,4,5,5,0.1
India,18,2,3,54,54,0.9
India,18,2,2,11,11,0.2
India,18,2,1,0,0,0
India,18,2,0,1,1,0
India,18,2,15,1,1,0
India,18,2,14,4,4,0.1
India,18,2,13,95,95,1.7
India,18,2,17,647,647,11.3
India,18,2,22,1,1,0
India,18,2,21,43,43,0.8
India,18,2,20,6,6,0.1
India,19,2,20,45,45,0.4
India,19,2,16,4909,5045,44.2
India,19,2,18,1070,1070,9.6
India,19,2,19,1236,1265,11.1
India,19,2,12,236,238,2.1
India,19,2,11,7,7,0.1
India,19,2,10,820,887,7.4
India,19,2,9,180,186,1.6
India,19,2,8,3,3,0
India,19,2,7,295,303,2.7
India,19,2,6,48,50,0.4
India,19,2,5,798,818,7.2
India,19,2,4,31,31,0.3
India,19,2,3,719,737,6.5
India,19,2,2,18,18,0.2
India,19,2,1,0,0,0
India,19,2,0,8,8,0.1
India,19,2,15,8,8,0.1
India,19,2,14,9,11,0.1
India,19,2,13,106,107,1
India,19,2,17,7,7,0.1
India,19,2,22,0,0,0
India,19,2,21,71,72,0.6
India,20,2,16,7,7,3.5
India,20,2,18,0,0,0
India,20,2,19,0,0,0
India,20,2,12,0,0,0
India,20,2,11,0,0,0
India,20,2,10,2,2,1
India,20,2,9,0,0,0
India,20,2,8,0,0,0
India,20,2,7,0,0,0
India,20,2,6,0,0,0
India,20,2,5,3,3,1.5
India,20,2,4,1,1,0.5
India,20,2,3,2,2,1
India,20,2,2,0,0,0
India,20,2,1,0,0,0
India,20,2,0,0,0,0
India,20,2,15,0,0,0
India,20,2,14,0,0,0
India,20,2,13,0,0,0
India,20,2,17,0,0,0
India,20,2,22,0,0,0
India,20,2,21,0,0,0
India,20,2,20,2,2,1
India,21,2,0,0,0,0
India,21,2,16,3,3,2.2
India,21,2,18,0,0,0
India,21,2,19,0,0,0
India,21,2,12,0,0,0
India,21,2,11,1,1,0.7
India,21,2,10,0,0,0
India,21,2,9,2,2,1.4
India,21,2,8,0,0,0
India,21,2,7,0,0,0
India,21,2,6,0,0,0
India,21,2,5,0,0,0
India,21,2,4,0,0,0
India,21,2,3,0,0,0
India,21,2,2,0,0,0
India,21,2,1,0,0,0
India,21,2,15,0,0,0
India,21,2,14,0,0,0
India,21,2,13,0,0,0
India,21,2,17,0,0,0
India,21,2,22,0,0,0
India,21,2,21,0,0,0
India,21,2,20,0,0,0
India,22,2,13,0,0,0
India,22,2,14,0,0,0
India,22,2,15,0,0,0
India,22,2,0,0,0,0
India,22,2,1,0,0,0
India,22,2,2,0,0,0
India,22,2,3,0,0,0
India,22,2,4,0,0,0
India,22,2,17,3,3,4.4
India,22,2,22,0,0,0
India,22,2,21,1,1,1.5
India,22,2,20,0,0,0
India,22,2,16,8,8,11.7
India,22,2,18,0,0,0
India,22,2,19,1,1,1.5
India,22,2,12,0,0,0
India,22,2,11,1,1,1.5
India,22,2,10,1,1,1.5
India,22,2,9,0,0,0
India,22,2,8,0,0,0
India,22,2,7,1,1,1.5
India,22,2,6,0,0,0
India,22,2,5,0,0,0
India,23,2,5,7,7,6.8
India,23,2,9,0,0,0
India,23,2,10,0,0,0
India,23,2,11,0,0,0
India,23,2,12,1,1,1
India,23,2,19,0,0,0
India,23,2,18,2,2,1.9
India,23,2,16,11,11,10.7
India,23,2,22,0,0,0
India,23,2,17,0,0,0
India,23,2,13,0,0,0
India,23,2,14,0,0,0
India,23,2,15,0,0,0
India,23,2,0,0,0,0
India,23,2,1,0,0,0
India,23,2,2,0,0,0
India,23,2,3,3,3,2.9
India,23,2,4,0,0,0
India,23,2,6,4,4,3.9
India,23,2,20,0,0,0
India,23,2,21,0,0,0
India,23,2,7,0,0,0
India,23,2,8,1,1,1
India,24,2,6,3,3,0.1
India,24,2,7,15,15,0.4
India,24,2,8,0,0,0
India,24,2,11,0,0,0
India,24,2,10,64,64,1.6
India,24,2,16,326,329,8.2
India,24,2,9,17,17,0.4
India,24,2,18,9,9,0.2
India,24,2,0,1,1,0
India,24,2,15,1,1,0
India,24,2,14,0,0,0
India,24,2,13,0,0,0
India,24,2,17,148,150,3.7
India,24,2,22,0,0,0
India,24,2,21,18,19,0.5
India,24,2,1,0,0,0
India,24,2,2,1,1,0
India,24,2,3,6,6,0.2
India,24,2,4,0,0,0
India,24,2,20,10,10,0.3
India,24,2,19,31,31,0.8
India,24,2,12,3,3,0.1
India,24,2,5,9,9,0.2
India,25,2,22,0,0,0
India,25,2,21,0,0,0
India,25,2,20,0,0,0
India,25,2,17,0,0,0
India,25,2,13,0,0,0
India,25,2,14,0,0,0
India,25,2,15,0,0,0
India,25,2,0,0,0,0
India,25,2,1,0,0,0
India,25,2,2,0,0,0
India,25,2,3,0,0,0
India,25,2,4,0,0,0
India,25,2,5,0,0,0
India,25,2,6,0,0,0
India,25,2,7,0,0,0
India,25,2,8,0,0,0
India,25,2,9,0,0,0
India,25,2,10,0,0,0
India,25,2,11,0,0,0
India,25,2,12,0,0,0
India,25,2,19,0,0,0
India,25,2,18,0,0,0
India,25,2,16,0,0,0
India,26,2,3,37,37,1.3
India,26,2,6,13,13,0.5
India,26,2,5,50,50,1.7
India,26,2,20,8,8,0.3
India,26,2,21,12,12,0.4
India,26,2,22,1,1,0
India,26,2,17,0,0,0
India,26,2,13,19,19,0.7
India,26,2,8,0,0,0
India,26,2,4,0,0,0
India,26,2,7,32,32,1.1
India,26,2,2,2,2,0.1
India,26,2,1,0,0,0
India,26,2,0,2,2,0.1
India,26,2,14,10,10,0.3
India,26,2,15,2,2,0.1
India,26,2,9,57,73,2
India,26,2,10,45,45,1.6
India,26,2,11,1,1,0
India,26,2,12,0,0,0
India,26,2,19,26,27,0.9
India,26,2,18,24,24,0.8
India,26,2,16,289,306,10.1
India,27,2,16,648,650,12.7
India,27,2,21,3,3,0.1
India,27,2,22,1,1,0
India,27,2,17,0,0,0
India,27,2,13,21,21,0.4
India,27,2,14,0,0,0
India,27,2,15,0,0,0
India,27,2,0,0,0,0
India,27,2,1,0,0,0
India,27,2,2,2,2,0
India,27,2,3,84,84,1.6
India,27,2,4,6,6,0.1
India,27,2,5,117,117,2.3
India,27,2,6,27,27,0.5
India,27,2,7,1,1,0
India,27,2,8,0,0,0
India,27,2,9,6,6,0.1
India,27,2,10,435,437,8.5
India,27,2,11,0,0,0
India,27,2,12,4,4,0.1
India,27,2,19,31,31,0.6
India,27,2,18,26,26,0.5
India,27,2,20,1,1,0
India,28,2,5,0,0,0
India,28,2,16,2,2,4.9
India,28,2,18,0,0,0
India,28,2,19,0,0,0
India,28,2,12,0,0,0
India,28,2,11,0,0,0
India,28,2,10,0,0,0
India,28,2,9,1,1,2.5
India,28,2,8,0,0,0
India,28,2,7,1,1,2.5
India,28,2,6,0,0,0
India,28,2,4,0,0,0
India,28,2,3,0,0,0
India,28,2,2,0,0,0
India,28,2,1,0,0,0
India,28,2,0,0,0,0
India,28,2,15,0,0,0
India,28,2,14,0,0,0
India,28,2,13,0,0,0
India,28,2,17,0,0,0
India,28,2,22,0,0,0
India,28,2,21,0,0,0
India,28,2,20,0,0,0
India,29,2,0,5,5,0.1
India,29,2,15,5,5,0.1
India,29,2,14,2,2,0
India,29,2,13,15,15,0.2
India,29,2,17,35,40,0.5
India,29,2,1,0,0,0
India,29,2,2,11,11,0.1
India,29,2,20,3,3,0
India,29,2,3,96,98,1.3
India,29,2,22,0,0,0
India,29,2,4,33,34,0.4
India,29,2,5,145,148,1.9
India,29,2,6,16,16,0.2
India,29,2,7,20,20,0.3
India,29,2,8,1,1,0
India,29,2,9,177,183,2.4
India,29,2,10,334,340,4.4
India,29,2,11,8,8,0.1
India,29,2,12,159,161,2.1
India,29,2,19,381,392,5.1
India,29,2,21,71,80,0.9
India,29,2,18,214,215,2.8
India,29,2,16,1581,1624,21.1
India,30,2,2,11,11,0.3
India,30,2,10,296,302,8.6
India,30,2,9,48,50,1.4
India,30,2,20,12,12,0.3
India,30,2,21,10,10,0.3
India,30,2,22,1,1,0
India,30,2,17,32,34,0.9
India,30,2,13,320,333,9.3
India,30,2,14,6,7,0.2
India,30,2,15,0,0,0
India,30,2,0,0,0,0
India,30,2,1,0,0,0
India,30,2,3,238,242,6.9
India,30,2,4,16,30,0.5
India,30,2,5,295,313,8.6
India,30,2,6,41,41,1.2
India,30,2,7,36,36,1
India,30,2,8,2,2,0.1
India,30,2,19,336,368,9.8
India,30,2,12,16,16,0.5
India,30,2,11,4,4,0.1
India,30,2,18,150,154,4.4
India,30,2,16,1575,1653,45.7
India,31,2,21,0,0,0
India,31,2,22,0,0,0
India,31,2,17,0,0,0
India,31,2,7,0,0,0
India,31,2,8,0,0,0
India,31,2,9,0,0,0
India,31,2,13,0,0,0
India,31,2,14,0,0,0
India,31,2,15,0,0,0
India,31,2,0,0,0,0
India,31,2,1,0,0,0
India,31,2,2,0,0,0
India,31,2,3,0,0,0
India,31,2,4,0,0,0
India,31,2,5,0,0,0
India,31,2,19,0,0,0
India,31,2,12,0,0,0
India,31,2,11,0,0,0
India,31,2,16,0,0,0
India,31,2,6,0,0,0
India,31,2,10,0,0,0
India,31,2,18,0,0,0
India,31,2,20,0,0,0
India,32,2,19,1,1,0.3
India,32,2,20,0,0,0
India,32,2,21,1,1,0.3
India,32,2,22,0,0,0
India,32,2,17,0,0,0
India,32,2,13,0,0,0
India,32,2,14,0,0,0
India,32,2,15,0,0,0
India,32,2,0,0,0,0
India,32,2,1,0,0,0
India,32,2,2,0,0,0
India,32,2,3,0,0,0
India,32,2,4,0,0,0
India,32,2,5,0,0,0
India,32,2,6,0,0,0
India,32,2,7,2,2,0.7
India,32,2,8,0,0,0
India,32,2,9,2,2,0.7
India,32,2,10,5,6,1.7
India,32,2,11,2,2,0.7
India,32,2,12,0,0,0
India,32,2,18,0,0,0
India,32,2,16,13,14,4.5
India,33,2,20,0,0,0
India,33,2,21,9,9,0.1
India,33,2,22,2,2,0
India,33,2,17,11,11,0.1
India,33,2,13,5,5,0
India,33,2,14,15,15,0.1
India,33,2,15,0,0,0
India,33,2,0,0,0,0
India,33,2,1,0,0,0
India,33,2,2,0,0,0
India,33,2,3,50,50,0.3
India,33,2,4,4,4,0
India,33,2,5,60,60,0.4
India,33,2,6,6,6,0
India,33,2,7,26,26,0.2
India,33,2,8,3,3,0
India,33,2,9,99,99,0.6
India,33,2,10,53,55,0.3
India,33,2,11,0,0,0
India,33,2,12,3,3,0
India,33,2,19,37,37,0.2
India,33,2,18,30,30,0.2
India,33,2,16,353,355,2.3
India,34,2,17,4,4,0.4
India,34,2,10,0,0,0
India,34,2,16,4,4,0.4
India,34,2,18,0,0,0
India,34,2,19,0,0,0
India,34,2,12,0,0,0
India,34,2,11,0,0,0
India,34,2,9,0,0,0
India,34,2,8,0,0,0
India,34,2,7,0,0,0
India,34,2,6,0,0,0
India,34,2,5,0,0,0
India,34,2,4,0,0,0
India,34,2,3,0,0,0
India,34,2,2,0,0,0
India,34,2,1,0,0,0
India,34,2,0,0,0,0
India,34,2,15,0,0,0
India,34,2,14,0,0,0
India,34,2,13,0,0,0
India,34,2,20,0,0,0
India,34,2,21,0,0,0
India,34,2,22,0,0,0
India,35,2,7,88,90,1.1
India,35,2,8,3,3,0
India,35,2,9,12,13,0.2
India,35,2,10,168,206,2.2
India,35,2,11,1,1,0
India,35,2,12,2,2,0
India,35,2,19,18,18,0.2
India,35,2,18,2,2,0
India,35,2,16,344,389,4.4
India,35,2,20,2,2,0
India,35,2,21,19,22,0.2
India,35,2,22,2,3,0
India,35,2,17,0,0,0
India,35,2,13,1,1,0
India,35,2,14,2,2,0
India,35,2,15,0,0,0
India,35,2,0,0,0,0
India,35,2,1,0,0,0
India,35,2,2,3,3,0
India,35,2,3,21,21,0.3
India,35,2,4,0,0,0
India,35,2,5,21,21,0.3
India,35,2,6,0,0,0
India,0,3,8,0,0,0
India,0,3,9,0,0,0
India,0,3,20,0,0,0
India,0,3,11,0,0,0
India,0,3,10,1,1,3.9
India,0,3,16,6,6,23.6
India,0,3,18,0,0,0
India,0,3,19,4,4,15.7
India,0,3,12,0,0,0
India,0,3,21,0,0,0
India,0,3,22,1,1,3.9
India,0,3,17,0,0,0
India,0,3,13,0,0,0
India,0,3,14,0,0,0
India,0,3,15,0,0,0
India,0,3,0,0,0,0
India,0,3,1,0,0,0
India,0,3,2,0,0,0
India,0,3,3,0,0,0
India,0,3,4,0,0,0
India,0,3,5,0,0,0
India,0,3,6,0,0,0
India,0,3,7,0,0,0
India,1,3,9,63,67,1.3
India,1,3,16,2430,2447,50.3
India,1,3,18,263,263,5.4
India,1,3,19,571,574,11.8
India,1,3,12,13,13,0.3
India,1,3,11,2,2,0
India,1,3,10,924,924,19.1
India,1,3,8,4,4,0.1
India,1,3,7,40,40,0.8
India,1,3,6,8,8,0.2
India,1,3,5,225,227,4.7
India,1,3,4,6,6,0.1
India,1,3,3,211,213,4.4
India,1,3,2,10,10,0.2
India,1,3,1,0,0,0
India,1,3,0,1,1,0
India,1,3,15,1,1,0
India,1,3,14,53,53,1.1
India,1,3,13,139,146,2.9
India,1,3,17,71,71,1.5
India,1,3,22,0,0,0
India,1,3,21,30,31,0.6
India,1,3,20,21,21,0.4
India,2,3,4,0,0,0
India,2,3,16,3,3,4.7
India,2,3,18,0,0,0
India,2,3,19,0,0,0
India,2,3,12,0,0,0
India,2,3,3,0,0,0
India,2,3,2,1,1,1.6
India,2,3,1,0,0,0
India,2,3,0,0,0,0
India,2,3,11,0,0,0
India,2,3,13,0,0,0
India,2,3,17,0,0,0
India,2,3,22,0,0,0
India,2,3,21,0,0,0
India,2,3,10,0,0,0
India,2,3,9,2,2,3.1
India,2,3,8,0,0,0
India,2,3,7,0,0,0
India,2,3,6,0,0,0
India,2,3,5,0,0,0
India,2,3,20,0,0,0
India,2,3,14,0,0,0
India,2,3,15,0,0,0
India,3,3,2,0,0,0
India,3,3,0,0,0,0
India,3,3,15,0,0,0
India,3,3,14,0,0,0
India,3,3,13,0,0,0
India,3,3,17,0,0,0
India,3,3,22,0,0,0
India,3,3,21,0,0,0
India,3,3,20,0,0,0
India,3,3,16,2,2,0.1
India,3,3,18,0,0,0
India,3,3,19,0,0,0
India,3,3,12,0,0,0
India,3,3,11,0,0,0
India,3,3,10,1,1,0
India,3,3,9,1,1,0
India,3,3,8,0,0,0
India,3,3,7,0,0,0
India,3,3,6,0,0,0
India,3,3,5,0,0,0
India,3,3,4,0,0,0
India,3,3,3,0,0,0
India,3,3,1,0,0,0
India,4,3,7,47,47,0.6
India,4,3,11,0,0,0
India,4,3,16,251,256,3.3
India,4,3,18,0,0,0
India,4,3,19,109,113,1.4
India,4,3,8,2,2,0
India,4,3,9,33,34,0.4
India,4,3,10,0,0,0
India,4,3,12,0,0,0
India,4,3,17,0,0,0
India,4,3,22,0,0,0
India,4,3,21,33,33,0.4
India,4,3,20,0,0,0
India,4,3,13,0,0,0
India,4,3,14,0,0,0
India,4,3,15,0,0,0
India,4,3,0,0,0,0
India,4,3,1,0,0,0
India,4,3,2,0,0,0
India,4,3,3,0,0,0
India,4,3,4,12,12,0.2
India,4,3,5,27,27,0.4
India,4,3,6,15,15,0.2
India,5,3,11,0,0,0
India,5,3,16,50,50,74.5
India,5,3,18,20,20,29.8
India,5,3,19,0,0,0
India,5,3,12,0,0,0
India,5,3,10,18,18,26.8
India,5,3,9,1,1,1.5
India,5,3,8,0,0,0
India,5,3,7,1,1,1.5
India,5,3,6,1,1,1.5
India,5,3,5,8,8,11.9
India,5,3,4,0,0,0
India,5,3,3,7,7,10.4
India,5,3,2,1,1,1.5
India,5,3,1,0,0,0
India,5,3,0,0,0,0
India,5,3,15,0,0,0
India,5,3,14,0,0,0
India,5,3,13,1,1,1.5
India,5,3,17,0,0,0
India,5,3,22,0,0,0
India,5,3,21,0,0,0
India,5,3,20,0,0,0
India,6,3,18,109,109,5.4
India,6,3,16,1349,1366,67.3
India,6,3,20,1,1,0
India,6,3,21,10,10,0.5
India,6,3,22,0,0,0
India,6,3,17,103,103,5.1
India,6,3,13,17,17,0.8
India,6,3,14,1,1,0
India,6,3,15,1,1,0
India,6,3,0,1,1,0
India,6,3,1,0,0,0
India,6,3,2,1,1,0
India,6,3,3,53,53,2.6
India,6,3,4,4,4,0.2
India,6,3,5,73,73,3.6
India,6,3,6,16,16,0.8
India,6,3,7,39,40,1.9
India,6,3,8,0,0,0
India,6,3,9,54,55,2.7
India,6,3,10,357,362,17.8
India,6,3,11,8,8,0.4
India,6,3,12,21,21,1
India,6,3,19,554,564,27.6
India,7,3,10,270,270,23.5
India,7,3,9,11,13,1
India,7,3,0,0,0,0
India,7,3,22,6,6,0.5
India,7,3,17,2,2,0.2
India,7,3,13,2,2,0.2
India,7,3,14,3,3,0.3
India,7,3,16,1076,1078,93.8
India,7,3,18,557,557,48.5
India,7,3,8,3,3,0.3
India,7,3,7,10,10,0.9
India,7,3,6,12,12,1
India,7,3,5,119,119,10.4
India,7,3,4,2,2,0.2
India,7,3,3,105,105,9.2
India,7,3,15,0,0,0
India,7,3,2,5,5,0.4
India,7,3,1,0,0,0
India,7,3,20,8,8,0.7
India,7,3,19,36,36,3.1
India,7,3,12,40,40,3.5
India,7,3,21,3,3,0.3
India,7,3,11,1,1,0.1
India,8,3,19,4,5,2.4
India,8,3,22,0,0,0
India,8,3,21,0,0,0
India,8,3,16,40,41,24.5
India,8,3,18,17,17,10.4
India,8,3,12,1,1,0.6
India,8,3,11,1,1,0.6
India,8,3,10,2,2,1.2
India,8,3,9,3,3,1.8
India,8,3,8,0,0,0
India,8,3,7,3,3,1.8
India,8,3,6,1,1,0.6
India,8,3,5,3,3,1.8
India,8,3,4,0,0,0
India,8,3,3,2,2,1.2
India,8,3,2,0,0,0
India,8,3,1,0,0,0
India,8,3,0,0,0,0
India,8,3,15,0,0,0
India,8,3,14,0,0,0
India,8,3,13,2,2,1.2
India,8,3,17,4,4,2.4
India,8,3,20,0,0,0
India,9,3,2,12,12,0.3
India,9,3,17,654,656,13.7
India,9,3,13,22,23,0.5
India,9,3,14,2,4,0
India,9,3,15,10,10,0.2
India,9,3,18,531,532,11.1
India,9,3,22,3,3,0.1
India,9,3,1,3,6,0.1
India,9,3,0,13,16,0.3
India,9,3,19,231,232,4.8
India,9,3,12,70,71,1.5
India,9,3,16,4088,4125,85.4
India,9,3,20,7,7,0.1
India,9,3,21,29,29,0.6
India,9,3,11,1,1,0
India,9,3,10,1990,2011,41.6
India,9,3,9,66,67,1.4
India,9,3,8,7,7,0.1
India,9,3,7,173,174,3.6
India,9,3,6,13,13,0.3
India,9,3,5,277,280,5.8
India,9,3,4,12,12,0.3
India,9,3,3,252,255,5.3
India,10,3,10,209,209,9.5
India,10,3,9,36,36,1.6
India,10,3,8,6,6,0.3
India,10,3,7,9,9,0.4
India,10,3,6,6,6,0.3
India,10,3,5,23,23,1
India,10,3,20,7,7,0.3
India,10,3,21,3,4,0.1
India,10,3,22,0,0,0
India,10,3,17,22,22,1
India,10,3,4,0,0,0
India,10,3,3,17,17,0.8
India,10,3,2,2,2,0.1
India,10,3,19,18,18,0.8
India,10,3,18,32,32,1.5
India,10,3,16,384,385,17.5
India,10,3,1,0,0,0
India,10,3,0,2,2,0.1
India,10,3,15,2,2,0.1
India,10,3,14,2,2,0.1
India,10,3,13,10,10,0.5
India,10,3,12,0,0,0
India,10,3,11,3,3,0.1
India,11,3,2,0,0,0
India,11,3,12,2,2,0.3
India,11,3,11,0,0,0
India,11,3,10,96,96,13.7
India,11,3,9,7,7,1
India,11,3,8,0,0,0
India,11,3,7,9,9,1.3
India,11,3,6,2,2,0.3
India,11,3,5,3,3,0.4
India,11,3,4,0,0,0
India,11,3,3,1,1,0.1
India,11,3,17,3,3,0.4
India,11,3,13,23,23,3.3
India,11,3,18,4,4,0.6
India,11,3,16,166,166,23.6
India,11,3,1,0,0,0
India,11,3,0,0,0,0
India,11,3,21,2,2,0.3
India,11,3,20,0,0,0
India,11,3,22,0,0,0
India,11,3,19,16,16,2.3
India,11,3,15,0,0,0
India,11,3,14,1,1,0.1
India,12,3,6,0,0,0
India,12,3,18,0,0,0
India,12,3,19,0,0,0
India,12,3,12,0,0,0
India,12,3,11,0,0,0
India,12,3,1,0,0,0
India,12,3,2,0,0,0
India,12,3,10,0,0,0
India,12,3,9,0.9781268600490335,1.956253720098067,0.1
India,12,3,3,0,0,0
India,12,3,8,0,0,0
India,12,3,7,0,0,0
India,12,3,4,0,0,0
India,12,3,20,0,0,0
India,12,3,21,0,0,0
India,12,3,22,0,0,0
India,12,3,17,0,0,0
India,12,3,13,0,0,0
India,12,3,14,0,0,0
India,12,3,15,0,0,0
India,12,3,0,0,0,0
India,12,3,5,0,0,0
India,12,3,16,0.9781268600490335,1.956253720098067,0.1
India,13,3,19,1,1,0
India,13,3,11,0,0,0
India,13,3,10,1,1,0
India,13,3,9,0,0,0
India,13,3,8,0,0,0
India,13,3,7,0,0,0
India,13,3,20,0,0,0
India,13,3,21,0,0,0
India,13,3,22,0,0,0
India,13,3,17,0,0,0
India,13,3,13,0,0,0
India,13,3,14,0,0,0
India,13,3,15,0,0,0
India,13,3,0,0,0,0
India,13,3,1,0,0,0
